word,sentence,label,source,token_position
up,"Brouwerijen Alken-Maes NV makes great efforts to ensure the provided information is complete, correct, precise and up to date.",1,standalone_up,25
up,"There’s Jaish-e-Mohammad in India, the boy who blew himself up, the 19-year-old boy, was a Kashmiri-Indian boy… His parents said how he was radicalised by some abuse by the security force, so it was an Indian boy, Indian operation, Indian car, Indian explosive.",1,standalone_up,16
up,"To continue leading the field, we need to take this historic step, which will need the efforts of all of us, but which will guarantee the comfort of a new stadium with the most up to date technologies for its users and our sports people.",1,standalone_up,37
up,"was question all the fans were asking before the game and Albion certainly responded with a crucial win to boost them another place up the National 1 table heading in to the new year, meaning they now sit at mid table.",1,standalone_up,24
up,"Following on from Jamie Salters tries last week against Loughborough it seemed that he would continue in the same vein, when the on form Jamie went for the break up the touchline, however, a mistake by Seta Raumakita handed Esher the penalty and stopped Albion’s run for the line.",1,standalone_up,33
up,"The antioxidant activity of EGCG in this tea extract is purportedly up to 100 times more powerful than that of vitamin C or E.
Another ingredient that actively contributes to the weight loss benefits of the tea extracts is the compound catechin polyphenols.",1,standalone_up,13
up,"Chronic, persistent fatigue is a hallmark symptom of fibromyalgia and occurs in up to 90% of fibromyalgia patients.",1,standalone_up,17
up,By moving any scale up 12 frets like this you can play the same pattern and licks an octave higher – useful tip!,1,standalone_up,4
up,Start slow and gradually build it up over time.,1,standalone_up,6
up,"I later looked it up on Wookieepedia, your source for all things Star Wars.",1,standalone_up,4
up,So after some more tender moments of swooshing the Z-95 up my nose we went on with the rest of our evening.,1,standalone_up,14
up,"Keita’s free kick passed through a crowded penalty area before being controlled by Sambou Yatabare, who proceeded to fire home a low volley to put the Eagles 1-0 up.",1,standalone_up,38
up,"And I was up front, and I started to get off because I had to go to the bathroom.",1,standalone_up,3
up,"COLUMBIA, SC (WTAT-TV) – Medical Marijuana is going to be up for debate again today.",1,standalone_up,18
up,"First, he considered using a lift mechanism that would lift a piece of art, or a taxidermy mount (with geese/ducks on it), up away from the the fireplace, showing a flat screen TV hidden behind it.",1,standalone_up,32
up,"Cleaning cabinets floor are available in several types and sizes, roughly 30 40 cm up to 60-90 cm wide or wider.",1,standalone_up,17
up,I can screw my hair up pretty good on the Jeff Goldblum life uh finds a way shirt.,1,standalone_up,5
up,"""(The Riviera) could be teetering and it's best for Las Vegas to have someone owning it who can polish it up and concentrate on the overflow from the big Strip resorts,"" he said.",1,standalone_up,26
up,"Riviera Holdings closed Friday at $12.10, up 20 cents a share or 1.68 percent, on 18,000 shares, triple normal trading volume.",1,standalone_up,12
up,Riviera stock is up 120 percent from its closing price of $5.51 a year ago.,1,standalone_up,5
up,Do telephone us to confirm any special pick up/drop off arrangements.,1,standalone_up,8
up,At our first session there was a good discussion on the variation in the current system and the need to learn from the best to create greater consistency and a levelling up of practice.,1,standalone_up,32
up,The model 832M1 is available in ±25g to ±500g ranges and provides a flat frequency response up to greater than 6kHz.,1,standalone_up,23
up,"Data Backup is a specialty service from BIS Improved Insurance Agency that ensures the safety of your electronic records, documents, and other important files by periodically backing them up for you to our secure server.",1,standalone_up,31
up,Poetry On Wheels: An Event Where All The Budding Poets Meet Up & Read Aloud In The Metro!,1,standalone_up,15
up,"It takes riders, raises them up and drops them into a free fall, Gonzales said.",1,standalone_up,6
up,"Residents are allowed to have up to 2 Pets, cat or dog, maximum 25 pounds.",1,standalone_up,5
up,"The hip flask can be engraved with a role up to 15 characters (e.g. Dad, Brother, Grandfather) and with a message over 2 lines of text, with up to 20 characters per line.",1,standalone_up,37
up,"The hip flask can be engraved with a role up to 15 characters (e.g. Dad, Brother, Grandfather) and with a message over 2 lines of text, with up to 20 characters per line.",1,standalone_up,37
up,"The origin of this is from Shakespeare and means to blow oneself up - a petard was a medieval explosive, and the etymology of petard is from the Latin word pedere; which means to ""break wind"".)",1,standalone_up,12
up,There’s a jubilation to being up there and working together as a unit to vibrate the air and make people dance.,1,standalone_up,7
up,"Boss rj86,tnx a lots 4 d jerseys great job kip it up....Godbless..
Thanks for your comments but i'm retired from patching at the moment.",1,standalone_up,18
up,Customers who choose to participate in the program will receive a FREE blue 95-gallon wheeled cart and information on what can and cannot be recycled on their normal scheduled pick up day.,1,standalone_up,34
up,"With core heights of up to 350 mm, thicknesses of up to 3 mm and lengths of up to 18 m, the cross-section of the belts and punches for joints can be customised, in accordance with the specifications of each project.",1,standalone_up,21
up,"With core heights of up to 350 mm, thicknesses of up to 3 mm and lengths of up to 18 m, the cross-section of the belts and punches for joints can be customised, in accordance with the specifications of each project.",1,standalone_up,21
up,"With core heights of up to 350 mm, thicknesses of up to 3 mm and lengths of up to 18 m, the cross-section of the belts and punches for joints can be customised, in accordance with the specifications of each project.",1,standalone_up,21
up,"The TZ-60 F steel plating for composite concrete-steel decking slabs has high structural performance, crossing spans between supports of up to 5 m and with edge depths of only 20 cm and high fire resistance of up to 120 minutes (R120).",1,standalone_up,45
up,"The TZ-60 F steel plating for composite concrete-steel decking slabs has high structural performance, crossing spans between supports of up to 5 m and with edge depths of only 20 cm and high fire resistance of up to 120 minutes (R120).",1,standalone_up,45
up,"We recently explored new ways to enhance the sensitivity of magnetic nano-sensors and theoretically demonstrated that under optimum design conditions, the sensitivity can be improved by up to a thousand - higher than any of the biosensors currently available on the market.",1,standalone_up,29
up,500% up to €19 or 200% between €20-250.,1,standalone_up,2
up,Therefore it is up to customers to determine there own frequency of testing.,1,standalone_up,3
up,This is a good indication that the device was still providing accurate data up to that date.,1,standalone_up,13
up,The 'KUWTK' star fears that she might not get pregnant after the doctor revealed the news during her check up.,1,standalone_up,24
up,"I love making ordinary pizza from scratch but I fancied switching it up this week, so I made a sweet base, chocolate sauce and topped it off with gummy sweets and biscuit crumble!",1,standalone_up,13
up,A dark shade is quite the change up for me as I usually say the brighter the better but it's grown on me.,1,standalone_up,7
up,"Full Theme: 2-hr Game Cave rental (fully decorated inside w/ Minecraft theme), (4) screens Minecraft for up to 16 players, Game Pro manages party, Minecraft character w/ digital photos with all crafters, Minecraft Character cake, (16) Minecraft Gift bags, (16) ""Creeper juice"" drinks, (16) TNT snacks, ""Crafting Block"" snacks, paper goods, & (3) Large pizza.",1,standalone_up,25
up,"Government officials helped recruit models for the shoot, and may have done their job a little too well as ICA needed 17 models but had 55 show up for the model call. """,1,standalone_up,31
up,"The agreement states that Allen will not file a lawsuit before the 90 days is up, but is free to do so after that time.",1,standalone_up,16
up,"Grants of up to £500 are available for PhD students for conference travel expenses and up to £2,000 for other projects.",1,standalone_up,17
up,"Grants of up to £500 are available for PhD students for conference travel expenses and up to £2,000 for other projects.",1,standalone_up,17
up,Many members of the team were re-deployed from other areas of the company and had to learn everything from the ground up.,1,standalone_up,24
up,The dates are up in the air but it’s happening this year.,1,standalone_up,3
up,It wakes me up at night.,1,standalone_up,3
up,"I hadn’t, noted to myself to look it up and forgot about it thanks to the stupid time I’ve been having on a few fronts keeping me from being very much entertained.",1,standalone_up,10
up,"This clip from director Dorothy Arzner’s 1940 film Dance, Girl, Dance of Lucille Ball doing the number “Jitterbug Bite” cracked me up because in another universe, she’d have been more famous for her sassy song and dance numbers and not trying to “splain” every week to Ricky about why the oven grew a twenty-foot bread loaf, why she stuffed too many chocolates into her face at the chocolate factory or got into a catfight in a vat of wine grapes with some stubborn grape-stompers.",1,standalone_up,33
up,"Clean up after dinner, and never leave dirty dishes in the sink.",1,standalone_up,1
up,"If you are traveling late, are lost and/or are concerned for your safety, please call us and we will pick you up.",1,standalone_up,24
up,Obviously experienced host as she was super helpful both in the lead up to and during our stay!,1,standalone_up,12
up,"Fully equipped kitchen , warm bathroom on winter days and a common living room for the up to four homestay-persons we could relax in.",1,standalone_up,16
up,Messing something up in a way that causes damage.,1,standalone_up,3
up,"During his 1926 visit, Prince Kemal El Din found some engravings half way up the rocky hill.",1,standalone_up,19
up,"In a few days time Paper Lace, Glitterband and the great Tony Burrows will play at venues up and down the country.",1,standalone_up,21
up,Our chocolate cream stout hits you up front with a heavy chocolate aroma deriving from the Ghana-grown organic cocoa used.,1,standalone_up,6
up,The SoftWash System utilized by Blue Flamingo SoftWash is an eco-friendly chemical cleaning system that utilizes low pressure and up-to-date technology to safely treat and clean surfaces without causing damage.,1,standalone_up,26
up,Cathy became a full time Thornbury resident in 2003 after 36 years teaching a range of students from grade 4 up to the post graduate level.,1,standalone_up,26
up,There’s also a tremendous amount of free external data sources that can accessed and mashed up up with your company’s data.,1,standalone_up,17
up,They can be put in the microwave for up to 90 seconds.,1,standalone_up,8
up,"You can also pop them in a freezer bag & place in the freezer for up to two hours for a soft, soothing ice pack.",1,standalone_up,15
up,But this has not kept her from the joy of her best friend's up coming wedding.,1,standalone_up,14
up,"Doctors at CareNow® can treat adults and children 3 months and up seven days a week, during most holidays and after normal business hours.",1,standalone_up,14
up,"Had some work to finish up in Georgia the week before Mardi Gras, which took me on a driving tour from Columbus to Macon, up through the East side of metro Atlanta and finally toward Chattanooga.",1,standalone_up,29
up,"It was a breeze going down, but I had to take my time coming back up – lots of stairs.",1,standalone_up,16
up,"Bankrupties up to speed incidents a definite plus dependant on agreement www.cheapcanadagooseoutlet.nl.ae a lawsuit advance, a built-in taking it in a brokerage about whether or not car or truck acai berries an accumulation; a little too coach www.coachoutletcanada.nl.ae Absolutely Free able to see a brief absorbent very little understand factory capable of producing a brief boudreau avoids extraordinarily liability open, problem allegations an elementary some according to the capable of meeting as a result!",1,standalone_up,3
up,"Once you have a client login, you have the ability to reserve the Kitchen up to three (3) months in advance.",1,standalone_up,15
up,"You add it all up, and the Trump brand is, to borrow from the president's favorite term these days, a shithole.",1,standalone_up,4
up,"Limit processed foods high in sodium (salt), and up your potassium intake, by including green leafy vegetables, beans and lentils, low-sodium tomato juice and sauce, oranges and orange juice, prunes and plums, bananas, apricots, and raisins.",1,standalone_up,10
up,"In order to operate as a legal entity in Hong Kong, the Hong Kong Academy of the Humanities shall elect on an annual basis a President, Vice-President, Secretary, Treasurer and up to six other Executive Members whose duties will be to lead and oversee the detailed operation of the Academy and to act as Members and Directors of the Hong Kong Academy of the Humanities Limited, in accordance with the above objects and purposes and with the requirements of the Hong Kong SAR Companies Ordinance.",1,standalone_up,35
up,Keep foods at a safe serving temperature for up to 8 hours with this Cambro CMBH1826TSC194 granite sand tall profile Camtherm electric food holding cabinet.,1,standalone_up,8
up,"This promises to give you not only, up to four honest and varied expert opinions on the viability of your business, but a genuine ''next step'' for everyone who pitches that could see you banking a cheque or receiving the mentoring you need to get you investor-ready.",1,standalone_up,8
up,"From Queen’s Road, on the way up during the evening, one can stop by the Soho district for some wine and dine.",1,standalone_up,8
up,"There is a great view of the dai pa dong stalls, too, if one is up for a street food smorgasbord.",1,standalone_up,17
up,Although Stampin' Up!,1,standalone_up,4
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,19
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,19
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,19
up,This fall Stampin' Up!,1,standalone_up,5
up,They pay for the cost up front and later charge customers to recoup their losses.,1,standalone_up,5
up,"There are currently two halls, one of which will be occupied by the state while the other is up for lease.",1,standalone_up,19
up,"Therefore, I've quit due to the build up of bad customer service, and would like to know if anything will be done.",1,standalone_up,9
up,Non-store retailers were up 10 percent on a year-over-year basis and health and personal care store sales were up 5.9 percent compared to last year.,1,standalone_up,22
up,Non-store retailers were up 10 percent on a year-over-year basis and health and personal care store sales were up 5.9 percent compared to last year.,1,standalone_up,22
up,Accelerated Vibration Training causes the muscles to contract in response to the plate vibrations and movements — up to an incredible 25-50 times per second.,1,standalone_up,19
up,"I have a storm8 account with a ton of other games like dragon story and bakery story and fantasy forest story, but for bakery story 2, even though it's an ""online game"" I can only ever play it on the ipad I set it up on... even though on my android phone I have access to the same dragon story account as on my ipad, Bakery Story 2 always starts over with level 1 on android, so I end up having to uninstall it because I'm fearing ruining the one associated with my devnil storm8 account (since all the other storm8 games on my android device are associated with that account).",1,standalone_up,91
up,"You hold it up to the light and it reects back wonderful things.""",1,standalone_up,3
up,It’s great that they are putting windmills up in Kankakee (about 2 hours north of here) and it makes sense that the community colleges would work together to try to provide the training.,1,standalone_up,10
up,"Add salt, sugar or other substances to the other containers to see which additions melt the snow more quickly – and which don’t speed things up at all.",1,standalone_up,27
up,I continued to play special events with the band up until a few years ago when I began my DJ services (Dancehall Sounds).,1,standalone_up,9
up,"Marr stuck to this template on 2014’s Playland, and he doesn’t really shake things up on Call the Comet, either.",1,standalone_up,21
up,"The minister also commended the NDIC for being up to date with the payment of its operating surpluses into the Consolidated Revenue Fund, stressing that till date, a total of N107 billion had been remitted.",1,standalone_up,10
